0;0;0;2;13;1;52;47;51;53;51;52;38;51;54;51;46;51;49;47;42;44;52;43;53;51;52;47;51;47;51;51;42;51;53;51;51;47;51;54;51;51;30;51;53;51;47;51;52;53;51;51;52;51;53;51;52;44;51;53;44;44;51;29;41;51;51;51;51;54;51;51;51;51;53;52;51;47;51;53;51;47;48;50;53;51;52;51;51;53;52;51;51;51;53;51;52;51;51;53;51;52;51;51;53;51;51;52;51;53;52;51;51;51;54;51;51;51;51;54;51;51;51;53;53;52;51;51;51;53;51;45;42
0;0;27;51;52;51;51;53;51;52;51;51;38;51;52;51;51;48;47;52;51;51;27;51;52;47;51;53;51;52;51;47;53;51;51;51;52;48;51;51;51;51;54;51;51;37;51;54;51;51;51;51;54;51;51;52;51;53;51;51;51;47;56;51;51;40;45;53;52;38;39;27;3;51;44;46;50;43;51;36;50;46;53;30;35;51;51;54;44;48;43;51;54;51;51;51;51;53;52;51;51;51;54;48;50;51;51;53;51;52;51;51;52;44;52;51;51;53;51;46;52;51;45;51;52;51;42;50;51;51;51;51;53
0;14;48;51;52;51;53;52;51;51;47;54;51;51;51;51;53;51;51;48;51;53;51;51;51;52;53;51;52;51;38;53;52;51;41;43;50;50;39;51;35;47;51;52;51;51;53;51;51;51;52;53;51;51;52;51;53;52;51;51;51;55;48;51;51;51;53;51;51;52;51;53;52;47;51;51;53;52;51;51;51;53;51;52;51;51;54;51;51;51;52;53;52;51;51;51;53;51;52;51;51;53;51;51;52;51;53;52;51;51;23;15;28;25;48;43;9;45;1;34;1;25;52;51;52;51;53;51;51;51;52;53;51
10;13;51;52;51;53;51;51;52;51;53;51;39;52;51;53;51;51;51;52;42;28;52;51;51;53;51;51;52;51;53;51;51;51;52;53;46;51;52;51;53;30;51;52;51;53;51;52;33;47;53;51;41;1;36;53;51;51;51;52;55;51;51;51;51;54;51;51;51;51;53;29;51;51;51;54;51;51;51;51;53;51;52;51;51;53;47;36;51;38;43;51;51;51;52;53;30;51;51;51;54;51;51;51;51;53;48;51;51;43;53;51;51;52;51;53;51;51;51;51;56;51;51;52;51;53;52;51;51;51;53;52;51
0;0;15;29;38;47;51;53;19;1;43;51;48;51;45;51;51;30;51;52;51;31;33;52;49;51;53;53;47;51;52;51;49;51;52;51;45;54;51;51;47;51;54;47;51;48;51;45;32;51;51;51;54;51;51;46;30;53;47;51;52;47;49;51;52;47;51;53;51;52;51;44;53;52;51;51;51;53;48;47;51;39;53;52;51;51;52;53;51;47;51;52;53;41;51;51;51;54;51;48;50;51;53;51;52;47;51;53;51;51;51;50;51;51;51;51;47;54;51;51;47;51;57;50;51;52;51;53;52;51;51;52;44
0;0;15;45;52;51;51;53;51;49;42;51;50;51;51;51;52;36;51;51;52;51;53;52;51;51;51;49;51;52;51;51;53;51;52;51;51;53;51;51;51;52;53;51;52;51;51;53;51;51;51;51;54;51;51;52;51;53;51;51;51;52;55;51;51;51;51;53;52;51;51;52;52;51;52;51;51;54;51;51;52;51;53;51;51;51;51;54;51;51;51;51;53;52;51;51;52;53;47;51;51;51;53;52;51;51;51;53;51;52;51;51;53;52;51;51;51;54;51;51;51;51;55;51;52;51;51;53;52;51;51;51;46
0;12;30;51;52;51;53;51;51;52;51;53;51;51;52;51;53;52;51;51;51;54;51;51;51;51;53;51;52;51;51;54;51;47;51;51;54;51;51;51;51;53;52;51;51;51;53;52;51;51;51;49;51;52;51;51;53;52;40;51;51;56;51;47;51;51;54;51;51;51;52;49;51;52;51;51;53;51;51;51;52;53;44;51;51;52;53;51;51;51;43;54;51;51;51;51;49;52;51;52;51;47;51;51;33;49;36;52;51;51;48;30;45;51;46;40;53;37;51;51;34;55;41;45;1;2;50;51;33;18;24;9;21
0;0;1;42;44;52;51;51;54;51;52;50;51;53;52;51;51;51;53;51;52;51;51;53;51;51;52;51;54;50;51;51;52;39;51;51;52;52;49;51;51;52;51;45;52;51;51;52;21;51;32;2;32;44;30;51;51;45;52;35;51;52;41;56;51;51;51;52;39;51;14;41;52;53;41;35;50;51;5;43;35;47;51;54;51;51;51;47;53;52;51;51;51;54;50;52;51;51;53;51;52;51;51;53;47;51;49;50;54;46;48;51;18;54;51;51;52;50;53;52;51;52;50;56;30;51;43;51;54;51;48;50;43
0;0;14;34;51;52;50;54;52;51;51;51;53;51;52;51;51;53;51;51;52;51;53;52;51;34;51;54;51;51;50;54;49;50;40;51;51;54;51;51;51;52;52;52;50;52;51;53;51;51;51;52;52;51;53;50;53;53;47;50;44;52;55;50;52;51;52;53;51;51;52;51;53;50;49;50;51;41;4;50;51;53;52;52;51;51;52;53;51;51;44;51;54;42;52;51;50;54;52;51;51;50;54;51;52;50;51;54;51;51;52;40;53;51;51;52;51;53;51;51;51;52;54;51;46;51;51;49;42;52;50;52;46
0;0;14;39;48;47;51;53;51;51;51;51;54;51;52;51;51;53;50;52;51;51;54;51;51;51;41;36;52;51;51;51;42;37;50;52;47;50;51;51;50;52;49;51;52;51;51;53;51;51;52;51;53;51;51;51;52;53;51;52;51;51;55;51;52;51;51;53;52;51;51;52;53;51;34;51;52;53;51;51;51;51;44;51;51;51;47;53;51;51;52;51;53;44;28;51;52;53;52;50;52;8;44;51;52;51;51;53;51;52;51;51;53;52;51;50;52;53;52;44;38;51;56;51;52;51;51;53;52;51;51;51;52
0;14;1;29;52;51;53;51;51;51;52;53;51;50;53;51;53;50;52;51;51;54;51;51;51;51;54;51;51;51;51;53;52;51;51;51;47;52;51;48;51;53;51;51;51;52;54;51;47;51;47;53;51;52;51;47;52;51;53;51;51;56;50;48;52;51;53;45;52;51;51;53;51;52;51;51;54;46;52;51;52;49;51;51;51;42;53;51;51;51;52;52;52;51;51;51;53;46;49;51;51;35;1;16;23;10;46;51;51;51;51;54;51;51;51;33;53;51;51;52;51;55;42;51;52;51;53;52;51;51;52;53;51
0;0;15;32;52;51;51;53;51;50;52;52;53;49;50;38;52;53;50;52;39;51;53;51;51;52;50;54;51;51;51;51;54;50;52;47;51;52;45;47;51;50;54;52;47;51;51;53;51;52;51;50;55;1;1;20;52;49;51;50;52;51;55;48;51;51;50;54;51;47;51;52;53;51;52;51;51;53;51;51;52;51;53;50;52;51;52;53;51;51;51;51;54;51;51;51;51;53;52;51;51;51;54;51;50;52;51;53;51;52;51;51;54;51;51;51;51;53;52;51;51;51;55;52;51;51;51;53;51;52;51;51;53
0;0;15;9;52;51;51;53;51;52;38;51;53;52;51;51;40;34;11;51;52;7;53;32;1;35;52;53;51;51;51;51;54;51;51;51;51;54;51;51;52;51;53;51;52;51;51;53;51;51;52;51;53;51;51;52;51;53;41;51;51;52;55;51;52;51;51;53;51;51;48;51;54;51;51;36;51;54;51;51;51;51;53;51;51;52;51;53;51;47;52;51;53;51;43;51;52;53;51;47;52;51;53;51;52;44;51;54;51;51;34;52;53;51;51;51;52;53;51;52;51;51;55;51;51;52;51;41;51;31;38;51;53
0;0;15;49;52;51;51;53;51;51;51;52;53;51;51;52;51;53;51;52;51;38;54;51;47;51;51;53;51;52;51;51;53;52;51;51;51;53;52;51;51;52;53;51;51;52;51;53;51;52;51;51;53;51;52;51;51;54;51;51;51;45;55;51;52;51;51;53;51;51;51;52;53;51;51;51;51;54;51;51;51;51;53;51;52;51;51;53;52;51;51;48;53;51;52;51;45;53;26;51;51;51;53;38;51;51;52;53;51;51;52;51;53;51;51;51;52;53;51;51;51;51;56;51;51;51;52;53;51;51;51;51;54
0;0;14;14;40;52;51;53;51;51;51;52;53;51;51;51;51;54;51;51;51;51;54;51;51;51;51;54;51;51;51;51;53;51;52;51;51;53;52;51;51;51;53;51;44;51;51;29;51;47;51;52;49;51;51;51;51;53;51;52;47;51;55;52;47;51;51;53;52;51;52;12;51;46;51;51;44;39;41;45;52;51;53;51;40;20;34;54;20;50;52;51;53;51;41;51;51;53;52;38;51;51;53;52;51;51;51;53;47;52;51;51;53;51;51;52;51;53;47;46;51;52;55;51;51;52;51;53;36;48;43;51;46
0;0;24;51;52;51;51;53;51;51;51;51;54;51;51;52;51;53;51;51;51;51;54;51;52;51;45;39;50;51;4;30;53;51;17;48;52;46;51;51;47;51;45;52;47;43;44;53;51;46;51;11;44;51;47;37;43;53;51;51;32;49;47;46;51;51;51;53;52;51;51;51;53;37;32;30;51;50;43;51;51;48;53;51;51;52;51;53;48;51;38;51;53;42;52;51;51;54;51;51;52;51;53;47;51;52;51;53;52;51;51;51;53;51;52;51;51;53;52;51;51;51;55;52;51;51;51;53;51;51;51;52;53
0;0;15;15;52;51;51;53;52;51;51;51;50;47;51;51;52;43;51;51;35;52;53;30;51;51;52;49;51;51;51;36;53;51;51;52;51;33;51;51;51;50;43;51;31;38;51;53;52;51;51;52;53;47;52;51;51;53;52;51;51;51;55;51;51;52;51;53;51;51;47;51;54;51;51;51;51;54;51;51;51;51;53;52;51;51;51;53;51;51;52;51;53;51;51;51;51;54;51;51;51;52;53;51;30;2;1;48;51;51;51;51;7;45;40;51;51;42;46;7;1;1;6;1;2;1;5;53;51;52;51;51;53
0;0;20;52;52;51;51;53;51;52;50;52;53;51;51;51;52;53;51;51;52;51;53;51;51;52;50;54;51;52;51;51;53;51;51;51;52;53;51;51;52;51;52;53;51;51;51;53;51;52;51;51;53;52;51;51;52;53;51;51;47;52;55;51;51;51;51;54;51;51;51;51;54;51;51;51;52;53;51;52;51;51;53;51;51;51;52;53;51;50;52;52;36;51;36;51;48;33;51;52;44;52;53;51;51;52;51;53;52;51;51;51;54;51;51;51;51;53;52;51;51;51;55;51;52;50;52;54;51;51;51;51;49
0;0;33;51;52;51;51;54;51;51;50;52;54;35;53;51;52;52;51;52;51;51;53;44;52;47;51;54;51;47;52;50;54;52;51;51;51;52;49;51;51;51;53;52;51;50;52;53;51;50;53;51;53;51;51;47;52;53;50;51;51;52;56;51;50;52;51;52;53;51;50;51;55;51;51;51;50;54;52;50;52;51;54;51;51;51;52;53;52;51;51;50;54;51;50;53;51;53;51;51;51;47;54;51;52;50;52;53;52;51;51;51;52;52;52;51;51;54;51;51;52;50;56;51;52;47;51;54;39;51;29;32;25
0;14;10;51;52;51;53;51;52;51;51;49;52;44;51;51;37;47;52;51;51;45;51;51;47;51;48;43;48;5;24;53;51;51;52;51;54;51;51;51;51;54;51;51;51;52;53;51;51;52;51;53;51;47;47;50;32;52;47;51;51;55;47;52;51;51;53;51;51;46;21;53;51;51;51;51;53;52;51;51;51;53;51;51;52;51;47;51;51;51;51;54;51;45;51;51;54;47;51;51;51;53;52;51;51;52;44;49;52;51;51;54;51;51;51;51;19;51;52;47;22;26;1;9;16;1;3;14;51;51;51;54;51
